id,name,nutritions,tags,ingredients,persons,time,url,image
262,Vegetarische maaltijdsalade met groente-nuggets,"[energie, 515 kcal, koolhydraten, 28 g, waarvan suikers, 9 g, natrium, 400 mg, eiwit, 13 g, vet, 36 g, waarvan verzadigd, 9 g, vezels, 12 g]","[vegetarisch, oven, salade, hoofdgerecht]","[middelgrote ui, appelciderazijn, gegrilde artisjok in olie, witte bonen in pot, kidneybonen, AH groentenugget, crème fraîche, appel, kropje babyromainesla]",4,15,https://www.ah.nl/allerhande/recept/R-R1194909/vegetarische-maaltijdsalade-met-groente-nuggets,https://static.ah.nl/static/recepten/img_RAM_PRD144821_1024x748_JPG.jpg
263,Pasta met spinazie en gorgonzola-roomsaus,"[energie, 780 kcal, koolhydraten, 61 g, waarvan suikers, 7 g, natrium, 1120 mg, eiwit, 29 g, vet, 45 g, waarvan verzadigd, 24 g, vezels, 7 g]","[zonder vlees/vis, budget, italiaans, pasta, hoofdgerecht, koken]","[middelgrote ui, teen knoflook, gorgonzola piccante blauwaderkaas, spaghetti, De Zaanse Hoeve verse slagroom, groentebouillontablet, kokend water, verse bladspinazie, citroen, ongebrande walnoten]",4,30,https://www.ah.nl/allerhande/recept/R-R1194908/pasta-met-spinazie-en-gorgonzola-roomsaus,https://static.ah.nl/static/recepten/img_RAM_PRD144805_1024x748_JPG.jpg
264,"Vegetarische wraps met zwarte bonen, paprika en cottagecheese","[energie, 535 kcal, koolhydraten, 65 g, waarvan suikers, 10 g, natrium, 600 mg, eiwit, 19 g, vet, 20 g, waarvan verzadigd, 4 g, vezels, 9 g]","[vegetarisch, budget, mexicaans, wrap, hoofdgerecht, bakken]","[paprikamix, rode ui, trostomaat, olijfolie mild, guacamolekruiden, HAK zwarte bonen in zak, komijnzaad, tortillawrap, salade-ui, cottagecheese]",4,25,https://www.ah.nl/allerhande/recept/R-R1194907/vegetarische-wraps-met-zwarte-bonen-paprika-en-cottagecheese,https://static.ah.nl/static/recepten/img_RAM_PRD144822_1024x748_JPG.jpg
265,Zoete aardappel uit de oven met kikkererwten en rodekool,"[energie, 580 kcal, koolhydraten, 80 g, waarvan suikers, 20 g, natrium, 480 mg, eiwit, 13 g, vet, 19 g, waarvan verzadigd, 3 g, vezels, 18 g]","[vegetarisch, budget, oven, hoofdgerecht]","[zoete aardappel, biologische kikkererwten in pot, Mezeast harissa, olijfolie mild, rodekool, salade-ui, platte peterselie, handsinaasappel, chilivlokken, knoflook, yoghurt Griekse stijl, water, sesamzaad]",4,20,https://www.ah.nl/allerhande/recept/R-R1194906/zoete-aardappel-uit-de-oven-met-kikkererwten-en-rodekool,https://static.ah.nl/static/recepten/img_RAM_PRD144827_1024x748_JPG.jpg
266,"Pizza met mozzarella, paddenstoelen en salami","[energie, 935 kcal, koolhydraten, 101 g, waarvan suikers, 14 g, natrium, 1600 mg, eiwit, 39 g, vet, 38 g, waarvan verzadigd, 12 g, vezels, 10 g]","[vooraf te maken, oven, italiaans, hoofdgerecht]","[paddenstoelenmix met paprika en bieslook, koelvers pizzadeeg met tomatensaus, mozzarella, gedroogde oregano, Spianata Romana (salami), cherrytomaten, rucola slamelange, Deli Di Paolo Vinaigrette]",4,10,https://www.ah.nl/allerhande/recept/R-R1194905/pizza-met-mozzarella-paddenstoelen-en-salami,https://static.ah.nl/static/recepten/img_RAM_PRD144807_1024x748_JPG.jpg
267,Spitskoolsoep met prosciuttoperline,"[energie, 420 kcal, koolhydraten, 51 g, waarvan suikers, 11 g, natrium, 1320 mg, eiwit, 14 g, vet, 16 g, waarvan verzadigd, 9 g, vezels, 8 g]","[budget, soep, hoofdgerecht, koken, maaltijdsoep]","[iets kruimige aardappel, water, groentebouillontablet, middelgrote ui, knoflook, spitskool, ongezouten roomboter, komijnzaad, water, verse perline prosciutto crudo, verse bieslook]",4,25,https://www.ah.nl/allerhande/recept/R-R1194899/spitskoolsoep-met-prosciuttoperline,https://static.ah.nl/static/recepten/img_RAM_PRD144812_1024x748_JPG.jpg
268,Mezzi rigatoni met ansjovis-pangrattato,"[energie, 520 kcal, koolhydraten, 74 g, waarvan suikers, 13 g, natrium, 540 mg, eiwit, 17 g, vet, 16 g, waarvan verzadigd, 3 g, vezels, 6 g]","[lactosevrij, budget, italiaans, pasta, hoofdgerecht, stoven]","[mezzi rigatoni, rode ui, gegrilde paprikas in pot, olijfolie mild, gepelde tomaten in blik, kappertjes in pot, ansjovisfilets in olijfolie, knoflook, panko Japans paneermeel, rucola]",4,30,https://www.ah.nl/allerhande/recept/R-R1194898/mezzi-rigatoni-met-ansjovis-pangrattato,https://static.ah.nl/static/recepten/img_RAM_PRD144802_1024x748_JPG.jpg
269,Wortel-gehaktballetjes met rijst en sperziebonen,"[energie, 790 kcal, koolhydraten, 78 g, waarvan suikers, 7 g, natrium, 1160 mg, eiwit, 27 g, vet, 40 g, waarvan verzadigd, 23 g, vezels, 6 g]","[budget, rijst, hoofdgerecht, bakken]","[pandanrijst, kokosmelk, water, winterpeen, middelgrote ui, half-om-halfgehakt, Kokki Djawa rendang kruidenmix, paneermeel, middelgroot ei, arachideolie, koelverse hele sperziebonen]",4,25,https://www.ah.nl/allerhande/recept/R-R1194897/wortel-gehaktballetjes-met-rijst-en-sperziebonen,https://static.ah.nl/static/recepten/img_RAM_PRD144826_1024x748_JPG.jpg
270,"Ovenschotel met volkorenpasta, broccoli en witte kaas","[energie, 650 kcal, koolhydraten, 61 g, waarvan suikers, 11 g, natrium, 320 mg, eiwit, 25 g, vet, 31 g, waarvan verzadigd, 6 g, vezels, 13 g]","[zonder vlees/vis, budget, oven, pasta, hoofdgerecht, wat eten we vandaag]","[broccoli, knoflook, prei, Apetina verse-kaasblokjes, volkorentarwemeel, De Zaanse Hoeve halfvolle melk, rucola, biologische volkorenfusilli]",4,20,https://www.ah.nl/allerhande/recept/R-R1194896/ovenschotel-met-volkorenpasta-broccoli-en-witte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD144832_1024x748_JPG.jpg
271,Volkorencouscous met kipgehaktballetjes en spinazie,"[energie, 570 kcal, koolhydraten, 54 g, waarvan suikers, 6 g, natrium, 120 mg, eiwit, 30 g, vet, 24 g, waarvan verzadigd, 5 g, vezels, 9 g]","[lactosevrij, gezond, budget, oven, couscous, hoofdgerecht, wat eten we vandaag]","[verse selderij, kipgehakt naturel, milde olijfolie, courgette, knoflook, verse bladspinazie, AH Biologisch speltcouscous, kerriepoeder, kokend water]",4,25,https://www.ah.nl/allerhande/recept/R-R1194895/volkorencouscous-met-kipgehaktballetjes-en-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD144823_1024x748_JPG.jpg
272,"Zwarte-bonenburgers met pittige tomatensaus, quinoa en spruitjes","[energie, 695 kcal, koolhydraten, 78 g, waarvan suikers, 11 g, natrium, 40 mg, eiwit, 24 g, vet, 28 g, waarvan verzadigd, 4 g, vezels, 17 g]","[vegetarisch, gezond, lactosevrij, budget, hoofdgerecht, wat eten we vandaag, bakken]","[driekleurenquinoa, tomaten, sjalot, rode peper, limoen, zwarte bonen in blik 0%, ongezouten cashewnoten, Mexicaanse bonenkruiden, volkorentarwemeel, wit scharrelei, zonnebloemolie, spruiten]",4,30,https://www.ah.nl/allerhande/recept/R-R1194894/zwarte-bonenburgers-met-pittige-tomatensaus-quinoa-en-spruitjes,https://static.ah.nl/static/recepten/img_RAM_PRD144828_1024x748_JPG.jpg
273,Gnocchi met cavolo nero en braadworst,"[energie, 530 kcal, koolhydraten, 59 g, waarvan suikers, 3 g, natrium, 840 mg, eiwit, 21 g, vet, 22 g, waarvan verzadigd, 5 g, vezels, 5 g]","[snel, budget, hoofdgerecht, wat eten we vandaag, bakken, 5-ingrediënten]","[varkensbraadworst, zonnebloemolie, venkelzaad, gnocchi, Italiaanse roerbakmix cavolo nero]",4,15,https://www.ah.nl/allerhande/recept/R-R1194893/gnocchi-met-cavolo-nero-en-braadworst,https://static.ah.nl/static/recepten/img_RAM_PRD144831_1024x748_JPG.jpg
274,Fish and chips,"[energie, 880 kcal, koolhydraten, 70 g, waarvan suikers, 14 g, natrium, 1160 mg, eiwit, 28 g, vet, 52 g, waarvan verzadigd, 6 g, vezels, 11 g]","[engels, hoofdgerecht, frituren]","[frituurolie, grote vastkokende aardappel, winterpeen, komkommer, traditionele olijfolie, azijn, zelfrijzend bakmeel, kurkuma, bruisend bronwater, verse kabeljauwfilet, Euroma Hollandse mossel &amp; vis kruiden, gerookte paprikapoeder, chilisaus, mayonaise]",2,45,https://www.ah.nl/allerhande/recept/R-R1194892/fish-and-chips,https://static.ah.nl/static/recepten/img_RAM_PRD144794_1024x748_JPG.jpg
275,Aardappel-broccolisoep met volkoren kruiden crostini,"[energie, 445 kcal, koolhydraten, 37 g, waarvan suikers, 5 g, natrium, 520 mg, eiwit, 15 g, vet, 24 g, waarvan verzadigd, 7 g, vezels, 10 g]","[gezond, vegetarisch, oven, soep, hoofdgerecht, kinderrecepten, maaltijdsoep]","[meergranen boulogne stokbrood, middelgrote ui, knoflook, kruimige aardappel, milde olijfolie, groentebouillontablet minder zout, water, broccoli, verse rozemarijn, verse tijm, verse peterselie, zuivelspread naturel]",4,25,https://www.ah.nl/allerhande/recept/R-R1194891/aardappel-broccolisoep-met-volkoren-kruiden-crostini,https://static.ah.nl/static/recepten/img_RAM_PRD144795_1024x748_JPG.jpg
276,Gehaktbal met gekookte aardappelen en sperziebonen,"[energie, 630 kcal, koolhydraten, 50 g, waarvan suikers, 3 g, natrium, 440 mg, eiwit, 34 g, vet, 31 g, waarvan verzadigd, 14 g, vezels, 9 g]","[budget, hollands, hoofdgerecht, wat eten we vandaag, bakken]","[beschuit, wit scharrelei, rundergehakt, ongezouten roomboter, milde olijfolie, koelverse aardappel kruimig, verse sperziebonen, jus naturel, water]",4,30,https://www.ah.nl/allerhande/recept/R-R1194864/gehaktbal-met-gekookte-aardappelen-en-sperziebonen,https://static.ah.nl/static/recepten/img_RAM_PRD143846_1024x748_JPG.jpg
277,Slavink met gekookte aardappelen en bloemkool,"[energie, 740 kcal, koolhydraten, 53 g, waarvan suikers, 11 g, natrium, 680 mg, eiwit, 37 g, vet, 40 g, waarvan verzadigd, 21 g, vezels, 9 g]","[budget, hollands, hoofdgerecht, wat eten we vandaag, bakken]","[iets kruimige aardappel, varkensslavink, ongezouten roomboter, tarwebloem, De Zaanse Hoeve halfvolle melk, De Zaanse Hoeve pittig 45+ geraspte kaas, bloemkool]",4,30,https://www.ah.nl/allerhande/recept/R-R1194863/slavink-met-gekookte-aardappelen-en-bloemkool,https://static.ah.nl/static/recepten/img_RAM_PRD143855_1024x748_JPG.jpg
278,Boerenkool met worst en spekjes,"[energie, 810 kcal, koolhydraten, 51 g, waarvan suikers, 7 g, natrium, 1720 mg, eiwit, 35 g, vet, 50 g, waarvan verzadigd, 22 g, vezels, 8 g]","[budget, hollands, stamppot, hoofdgerecht, wat eten we vandaag, koken]","[iets kruimige aardappel, gesneden boerenkool, Gelderse rookworst, gerookte spekreepjes, middelgrote ui, ongezouten roomboter, jus naturel, water, De Zaanse Hoeve halfvolle melk]",4,30,https://www.ah.nl/allerhande/recept/R-R1194862/boerenkool-met-worst-en-spekjes,https://static.ah.nl/static/recepten/img_RAM_PRD143844_1024x748_JPG.jpg
279,Spruitjesgratin met gehakt,"[energie, 705 kcal, koolhydraten, 50 g, waarvan suikers, 7 g, natrium, 960 mg, eiwit, 43 g, vet, 36 g, waarvan verzadigd, 16 g, vezels, 9 g]","[budget, oven, hoofdgerecht, wat eten we vandaag]","[iets kruimige aardappel, spruiten, milde olijfolie, half-om-halfgehakt, runderbouillontablet, Elstar appel, De Zaanse Hoeve stuk komijnkaas jong 48+]",4,25,https://www.ah.nl/allerhande/recept/R-R1194861/spruitjesgratin-met-gehakt,https://static.ah.nl/static/recepten/img_RAM_PRD143858_1024x748_JPG.jpg
280,Gebakken aardappeltjes met worst en sla,"[energie, 715 kcal, koolhydraten, 52 g, waarvan suikers, 7 g, natrium, 800 mg, eiwit, 31 g, vet, 41 g, waarvan verzadigd, 11 g, vezels, 7 g]","[glutenvrij, budget, hollands, hoofdgerecht, wat eten we vandaag, bakken]","[zonnebloemolie, verse krieltjes, varkensbraadworst, wit scharrelei, kropsla, komkommer, trostomaat, halfvolle slasaus]",4,25,https://www.ah.nl/allerhande/recept/R-R1194860/gebakken-aardappeltjes-met-worst-en-sla,https://static.ah.nl/static/recepten/img_RAM_PRD143845_1024x748_JPG.jpg
281,Hollandse nasi met satésaus ,"[energie, 810 kcal, koolhydraten, 87 g, waarvan suikers, 18 g, natrium, 1120 mg, eiwit, 33 g, vet, 34 g, waarvan verzadigd, 8 g, vezels, 9 g]","[budget, rijst, hoofdgerecht, wat eten we vandaag, bakken]","[langgraanrijst, zonnebloemolie, nasigroente, boemboe nasi goreng, hamblokjes, water, wit scharrelei, kant-en-klare satésaus, gebakken uitjes]",4,25,https://www.ah.nl/allerhande/recept/R-R1194859/hollandse-nasi-met-satesaus,https://static.ah.nl/static/recepten/img_RAM_PRD143852_1024x748_JPG.jpg
282,Kip kerrie met sperziebonen,"[energie, 645 kcal, koolhydraten, 68 g, waarvan suikers, 2 g, natrium, 160 mg, eiwit, 36 g, vet, 24 g, waarvan verzadigd, 14 g, vezels, 7 g]","[glutenvrij, budget, rijst, hoofdgerecht, wat eten we vandaag, bakken]","[langgraanrijst, ongezouten roomboter, kerriepoeder, kiphaasjes, crème fraîche, sperziebonen, verse selderij]",4,20,https://www.ah.nl/allerhande/recept/R-R1194858/kip-kerrie-met-sperziebonen,https://static.ah.nl/static/recepten/img_RAM_PRD143848_1024x748_JPG.jpg
283,Spaghetti bolognese met geraspte kaas,"[energie, 706 kcal, koolhydraten, 74 g, waarvan suikers, 13 g, natrium, 840 mg, eiwit, 36 g, vet, 27 g, waarvan verzadigd, 10 g, vezels, 9 g]","[budget, italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[winterpeen, bleekselderij, prei, middelgrote ui, knoflook, milde olijfolie, half-om-halfgehakt, pastasaus basilicum, spaghetti, geraspte kaas 30+]",4,35,https://www.ah.nl/allerhande/recept/R-R1194857/spaghetti-bolognese-met-geraspte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD143856_1024x748_JPG.jpg
284,Pasta pesto met kip en tomaat,"[energie, 555 kcal, koolhydraten, 62 g, waarvan suikers, 8 g, natrium, 920 mg, eiwit, 29 g, vet, 20 g, waarvan verzadigd, 7 g, vezels, 5 g]","[snel, budget, italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken]","[penne, cherrytomaten, rucola, groene pesto in potje, gekookte kipreepjes, geraspte kaas pittig 45+]",4,15,https://www.ah.nl/allerhande/recept/R-R1194856/pasta-pesto-met-kip-en-tomaat,https://static.ah.nl/static/recepten/img_RAM_PRD143853_1024x748_JPG.jpg
285,Macaroni met ham en courgette,"[energie, 670 kcal, koolhydraten, 67 g, waarvan suikers, 13 g, natrium, 840 mg, eiwit, 30 g, vet, 30 g, waarvan verzadigd, 18 g, vezels, 7 g]","[budget, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[prei, courgette, macaroni, ongezouten roomboter, hamblokjes, crème fraîche, geraspte milde kaas 45+]",4,20,https://www.ah.nl/allerhande/recept/R-R1194855/macaroni-met-ham-en-courgette,https://static.ah.nl/static/recepten/img_RAM_PRD143851_1024x748_JPG.jpg
286,Kipburger met gebakken aardappel &amp; spinazie,"[energie, 730 kcal, koolhydraten, 71 g, waarvan suikers, 7 g, natrium, 960 mg, eiwit, 21 g, vet, 38 g, waarvan verzadigd, 8 g, vezels, 12 g]","[budget, hoofdgerecht, wat eten we vandaag, bakken, 5-ingrediënten]","[middelgrote ui, milde olijfolie, bakaardappeltjes, diepvries spinazie à la crème, kipburger]",4,20,https://www.ah.nl/allerhande/recept/R-R1194854/kipburger-met-gebakken-aardappel-en-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD143850_1024x748_JPG.jpg
287,Zuurkool met spek,"[energie, 705 kcal, koolhydraten, 62 g, waarvan suikers, 7 g, natrium, 680 mg, eiwit, 23 g, vet, 38 g, waarvan verzadigd, 19 g, vezels, 11 g]","[glutenvrij, budget, hollands, hoofdgerecht, wat eten we vandaag, bakken]","[speklapjes à la minute, middelgrote ui, zuurkool naturel, Elstar appel, ongezouten roomboter, water, aardappelschijfjes naturel]",4,30,https://www.ah.nl/allerhande/recept/R-R1194853/zuurkool-met-spek,https://static.ah.nl/static/recepten/img_RAM_PRD143860_1024x748_JPG.jpg
288,Hutspot met gehaktbal,"[energie, 700 kcal, koolhydraten, 60 g, waarvan suikers, 16 g, natrium, 480 mg, eiwit, 35 g, vet, 33 g, waarvan verzadigd, 17 g, vezels, 10 g]","[budget, hollands, stamppot, hoofdgerecht, wat eten we vandaag, bakken]","[half-om-halfgehakt, wit scharrelei, ongezouten roomboter, iets kruimige aardappel, verse gesneden hutspotgroenten, De Zaanse Hoeve halfvolle melk, krachtige jus naturel in zakje, water]",4,30,https://www.ah.nl/allerhande/recept/R-R1194852/hutspot-met-gehaktbal,https://static.ah.nl/static/recepten/img_RAM_PRD143847_1024x748_JPG.jpg
289,"Aardappelpuree met witlof, ham en kaas","[energie, 545 kcal, koolhydraten, 48 g, waarvan suikers, 9 g, natrium, 960 mg, eiwit, 29 g, vet, 25 g, waarvan verzadigd, 16 g, vezels, 6 g]","[glutenvrij, budget, oven, hollands, stamppot, hoofdgerecht, wat eten we vandaag]","[witlof, kruimige aardappel, gerookte schouderham, De Zaanse Hoeve mild 30+ geraspt, ongezouten roomboter, De Zaanse Hoeve halfvolle melk, milde mosterd]",4,30,https://www.ah.nl/allerhande/recept/R-R1194851/aardappelpuree-met-witlof-ham-en-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD143842_1024x748_JPG.jpg
290,Kip met paprika in zoetzure saus,"[energie, 616 kcal, koolhydraten, 86 g, waarvan suikers, 27 g, natrium, 440 mg, eiwit, 27 g, vet, 17 g, waarvan verzadigd, 4 g, vezels, 6 g]","[glutenvrij, lactosevrij, budget, rijst, hoofdgerecht, wat eten we vandaag, bakken]","[langgraanrijst, paprikamix, kipdijfilet, arachideolie, tomatenblokjes in blik, zoete chilisaus, ananasschijven op sap]",4,20,https://www.ah.nl/allerhande/recept/R-R1194850/kip-met-paprika-in-zoetzure-saus,https://static.ah.nl/static/recepten/img_RAM_PRD143849_1024x748_JPG.jpg
291,Spaghetti carbonara met tuinerwten,"[energie, 735 kcal, koolhydraten, 67 g, waarvan suikers, 8 g, natrium, 680 mg, eiwit, 38 g, vet, 33 g, waarvan verzadigd, 17 g, vezels, 9 g]","[snel, budget, italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[spaghetti, diepvries fijne tuinerwten, middelgrote ui, gerookte spekreepjes, Grana Padano 32+, wit scharrelei, De Zaanse Hoeve verse slagroom]",4,15,https://www.ah.nl/allerhande/recept/R-R1194849/spaghetti-carbonara-met-tuinerwten,https://static.ah.nl/static/recepten/img_RAM_PRD143857_1024x748_JPG.jpg
292,Bami met kip en pindasaus,"[energie, 760 kcal, koolhydraten, 93 g, waarvan suikers, 28 g, natrium, 1160 mg, eiwit, 39 g, vet, 24 g, waarvan verzadigd, 4 g, vezels, 8 g]","[snel, budget, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[mienestje, bamigroentepakket, kipfiletreepjes, arachideolie, ketjap manis, kant-en-klare satésaus, cassave kroepoek]",4,15,https://www.ah.nl/allerhande/recept/R-R1194848/bami-met-kip-en-pindasaus,https://static.ah.nl/static/recepten/img_RAM_PRD143843_1024x748_JPG.jpg
293,Pita shoarma met rauwkost,"[energie, 600 kcal, koolhydraten, 58 g, waarvan suikers, 8 g, natrium, 1120 mg, eiwit, 35 g, vet, 24 g, waarvan verzadigd, 6 g, vezels, 5 g]","[snel, budget, midden-oosters, hoofdgerecht, wat eten we vandaag, bakken]","[shoarmavlees, pitabroodje, radijs, komkommer, gesneden ijsbergsla, knoflooksaus, water]",4,15,https://www.ah.nl/allerhande/recept/R-R1194847/pita-shoarma-met-rauwkost,https://static.ah.nl/static/recepten/img_RAM_PRD143854_1024x748_JPG.jpg
294,Wraps met tomaat en gehakt,"[energie, 755 kcal, koolhydraten, 66 g, waarvan suikers, 11 g, natrium, 480 mg, eiwit, 41 g, vet, 34 g, waarvan verzadigd, 14 g, vezels, 10 g]","[snel, wrap, hoofdgerecht, wat eten we vandaag, bakken]","[rundergehakt, milde paprikapoeder, maiskorrels in blik, kidneybonen in blik, tortillawraps, trostomaten, crème fraîche]",4,15,https://www.ah.nl/allerhande/recept/R-R1194846/wraps-met-tomaat-en-gehakt,https://static.ah.nl/static/recepten/img_RAM_PRD143859_1024x748_JPG.jpg
295,Aardappeltjes uit de oven met kip en broccoli,"[energie, 555 kcal, koolhydraten, 54 g, waarvan suikers, 7 g, natrium, 641 mg, eiwit, 28 g, vet, 23 g, waarvan verzadigd, 4 g, vezels, 11 g]","[glutenvrij, lactosevrij, oven, hoofdgerecht, wat eten we vandaag]","[vastkokende aardappel, milde paprikapoeder, zonnebloemolie, gekruide kipdrumsticks, broccoli, rode ui, aubergine]",4,15,https://www.ah.nl/allerhande/recept/R-R1194845/aardappeltjes-uit-de-oven-met-kip-en-broccoli,https://static.ah.nl/static/recepten/img_RAM_PRD143861_1024x748_JPG.jpg
296,Spinaziestamppot met champignons en jus,"[energie, 460 kcal, koolhydraten, 47 g, waarvan suikers, 4 g, natrium, 440 mg, eiwit, 11 g, vet, 24 g, waarvan verzadigd, 10 g, vezels, 6 g]","[vegetarisch, budget, hollands, stamppot, hoofdgerecht, wat eten we vandaag, bakken]","[kruimige aardappel, ongebrande walnoten, kastanjechampignon, knoflook, ongezouten roomboter, Maggi jus stamppot, water, verse spinazie]",4,30,https://www.ah.nl/allerhande/recept/R-R1194844/spinaziestamppot-met-champignons-en-jus,https://static.ah.nl/static/recepten/img_RAM_PRD144198_1024x748_JPG.jpg
297,Snelle bowl met bloemkoolrijst en zalm,"[energie, 645 kcal, koolhydraten, 30 g, waarvan suikers, 22 g, natrium, 680 mg, eiwit, 27 g, vet, 43 g, waarvan verzadigd, 6 g, vezels, 12 g]","[snel, hoofdgerecht, wat eten we vandaag, bakken]","[arachideolie, verse zalmfilet, woksaus teriyaki, Bonduelle diepvries bloemkoolrijst, diepvries sugarsnaps, salade-ui, koelverse sojabonen, eetrijpe avocado]",4,15,https://www.ah.nl/allerhande/recept/R-R1194843/snelle-bowl-met-bloemkoolrijst-en-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD144199_1024x748_JPG.jpg
